Source,Destination IP,Packet Length
Google onHub,50.31.142.31,1652
LG smart TV,151.101.2.2,2664
Google onHub,151.101.2.2,2676
LG smart TV,31.13.66.19,12480
Google onHub,31.13.66.19,12480
LG smart TV,3.213.23.99,2391
Google onHub,3.213.23.99,2391
LG smart TV,52.39.24.11,4870
Google onHub,52.39.24.11,4870
LG smart TV,34.193.8.205,2757
Google onHub,34.193.8.205,2757
LG smart TV,54.165.221.12,5800
Google onHub,54.165.221.12,5800
LG smart TV,173.222.103.179,3226
Google onHub,173.222.103.179,3238
LG smart TV,104.108.116.36,3307
Google onHub,104.108.116.36,3319
LG smart TV,64.202.112.63,1520
Google onHub,64.202.112.63,1520
Desktop (server),99.84.181.96,29703
Desktop (server),34.208.33.228,4430
LG smart TV,104.100.17.41,4112
Google onHub,104.100.17.41,4124
LG smart TV,54.236.152.131,2956
Google onHub,54.236.152.131,2956
LG smart TV,104.244.42.131,2718
LG smart TV,172.217.164.162,162664
Google onHub,104.244.42.131,2730
LG smart TV,75.98.70.71,3756
Google onHub,172.217.164.162,9689
Google onHub,75.98.70.71,3810
LG smart TV,68.67.179.113,4201
Google onHub,68.67.179.113,4201
LG smart TV,18.211.132.79,5846
Google onHub,18.211.132.79,5846
LG smart TV,107.178.246.49,2565
Google onHub,107.178.246.49,2565
LG smart TV,52.58.189.189,3556
Google onHub,52.58.189.189,3556
LG smart TV,23.52.92.88,3816
Google onHub,23.52.92.88,3828
LG smart TV,104.100.28.179,2177
Google onHub,104.100.28.179,2189
LG smart TV,70.42.32.127,1687
Google onHub,70.42.32.127,1687
LG smart TV,52.0.241.166,2444
Google onHub,52.0.241.166,2444
LG smart TV,18.179.224.21,2040
Google onHub,18.179.224.21,2040
LG smart TV,63.251.88.56,3375
Google onHub,63.251.88.56,3375
LG smart TV,172.217.5.226,3494
Google onHub,172.217.5.226,3494
LG smart TV,35.207.24.140,3231
Google onHub,35.207.24.140,3231
LG smart TV,35.211.114.141,4854
Google onHub,35.211.114.141,4854
LG smart TV,74.119.119.150,2022
Google onHub,74.119.119.150,2022
LG smart TV,104.16.12.243,2219
Google onHub,104.16.12.243,2327
LG smart TV,85.114.159.93,1505
Google onHub,85.114.159.93,1547
LG smart TV,52.168.140.71,2992
Google onHub,52.168.140.71,2290
LG smart TV,3.232.64.79,2238
Google onHub,3.232.64.79,2238
LG smart TV,147.75.39.192,2242
Google onHub,147.75.39.192,2242
LG smart TV,35.188.42.15,4155
Google onHub,35.188.42.15,4089
LG smart TV,52.20.222.248,2208
Google onHub,52.20.222.248,2214
LG smart TV,192.132.33.46,2492
Google onHub,192.132.33.46,2492
LG smart TV,107.178.254.65,2834
Google onHub,107.178.254.65,2834
LG smart TV,185.184.8.30,2098
Google onHub,185.184.8.30,2098
LG smart TV,99.84.216.89,2326
Google onHub,99.84.216.89,2326
LG smart TV,99.84.216.9,2146
Google onHub,99.84.216.9,2146
LG smart TV,23.62.26.130,3410
Google onHub,23.62.26.130,3410
LG smart TV,151.101.2.49,2550
Google onHub,151.101.2.49,2562
LG smart TV,208.185.50.80,5992
Google onHub,208.185.50.80,6142
LG smart TV,34.232.85.86,2198
Google onHub,34.232.85.86,2198
LG smart TV,35.211.168.6,2405
Google onHub,35.211.168.6,2405
LG smart TV,195.181.169.26,2005
Google onHub,195.181.169.26,2005
LG smart TV,216.200.232.221,1960
Google onHub,216.200.232.221,1960
LG smart TV,208.185.50.90,5745
Google onHub,208.185.50.90,5859
LG smart TV,3.90.238.131,1880
Google onHub,3.90.238.131,1880
LG smart TV,74.6.138.75,2200
Google onHub,74.6.138.75,2200
LG smart TV,69.147.82.60,2615
Google onHub,69.147.82.60,2615
LG smart TV,35.227.229.34,4490
Google onHub,35.227.229.34,4490
LG smart TV,192.35.249.120,1565
Google onHub,192.35.249.120,1565
LG smart TV,75.98.70.31,2005
Google onHub,75.98.70.31,2101
LG smart TV,3.218.119.13,2570
Google onHub,3.218.119.13,2570
LG smart TV,107.23.99.139,1853
Google onHub,107.23.99.139,1853
LG smart TV,34.193.175.208,2149
Google onHub,34.193.175.208,2149
LG smart TV,31.13.66.18,2100
Google onHub,31.13.66.18,2100
LG smart TV,69.147.92.11,2466
Google onHub,69.147.92.11,2466
Ring Door bell,3.233.96.41,3941226
Google onHub,3.233.96.41,3938880
Motog Phone,54.84.34.104,1566
Desktop (server),146.66.91.189,24458
Desktop (server),104.16.155.36,9228
Desktop (server),172.217.12.238,36641
Desktop (server),104.16.154.36,254
Desktop (server),104.26.0.139,60
Desktop (server),104.17.65.4,1521
Desktop (server),151.139.128.14,16669
Desktop (server),104.26.4.215,3654
Desktop (server),172.217.8.14,17090
Desktop (server),172.217.13.66,9355
Desktop (server),104.18.225.52,60
Desktop (server),104.18.226.52,4406
Desktop (server),172.217.12.232,5638
Desktop (server),31.13.66.19,12185
Desktop (server),172.217.7.130,132118
Desktop (server),99.84.181.19,2788
Desktop (server),104.26.1.139,4739
Desktop (server),172.217.197.154,4502
Desktop (server),172.217.15.98,36566
Desktop (server),31.13.66.35,109124
Desktop (server),13.249.37.154,13383
Desktop (server),23.221.203.181,22547
Desktop (server),68.67.181.202,54361
Desktop (server),23.92.190.69,38943
Desktop (server),35.226.134.247,45979
Desktop (server),8.43.72.43,50595
Desktop (server),104.16.68.69,15255
Desktop (server),104.108.114.83,9731
Desktop (server),34.204.159.107,33610
Desktop (server),52.3.153.146,12729
Desktop (server),3.234.102.176,4696
Desktop (server),151.101.249.194,2660
Desktop (server),104.244.42.197,3268
Desktop (server),13.249.43.7,134
Desktop (server),192.124.249.22,8367
Desktop (server),23.111.11.182,2875
Desktop (server),172.217.13.74,65562
Desktop (server),104.19.147.8,3157
Desktop (server),172.217.13.68,70401
Desktop (server),52.94.232.32,10010
Desktop (server),63.251.114.136,24843
Desktop (server),208.100.17.177,6171
Desktop (server),172.217.13.234,490922
Desktop (server),13.249.43.42,3865
Desktop (server),34.196.170.27,11447
Desktop (server),192.184.68.203,3149
Desktop (server),23.193.32.26,4263
Desktop (server),23.202.154.96,7840
Desktop (server),159.127.42.204,4032
Desktop (server),172.217.7.129,24127
Desktop (server),172.217.5.225,12530
Desktop (server),99.84.181.67,13674
Desktop (server),8.43.72.98,4718
Desktop (server),18.214.24.118,2754
Desktop (server),52.119.197.183,29570
Desktop (server),192.184.68.191,8376
Desktop (server),172.217.164.142,4293
Desktop (server),172.217.13.238,5433
Desktop (server),172.217.7.142,5062
Desktop (server),68.67.153.61,3455
Desktop (server),172.217.13.230,4552
Desktop (server),151.101.249.16,14005
Desktop (server),52.46.133.117,8397
Desktop (server),173.239.42.214,13056
Desktop (server),172.217.164.131,92273
Desktop (server),63.251.109.126,6342
Desktop (server),35.226.36.58,121165
Desktop (server),172.217.8.8,6089
Desktop (server),52.22.184.73,4049
Desktop (server),23.221.203.12,11357
Desktop (server),54.208.15.78,5598
Desktop (server),199.127.204.142,5891
Desktop (server),54.174.161.177,6144
Desktop (server),172.106.143.47,3356
Desktop (server),204.85.32.27,5799
Desktop (server),34.231.77.190,5825
Desktop (server),52.35.6.89,13125
Desktop (server),104.244.42.195,3937
Desktop (server),54.156.220.251,6045
Desktop (server),23.221.202.212,3452
Desktop (server),23.46.236.138,2933
Desktop (server),104.108.116.36,3120
Desktop (server),52.1.18.121,3642
Desktop (server),208.100.17.176,6335
Desktop (server),68.67.178.15,12094
Desktop (server),3.227.114.210,2373
Desktop (server),208.100.17.183,5125
Desktop (server),104.104.87.105,2735
Desktop (server),35.211.114.141,13021
Desktop (server),52.20.30.8,2582
Desktop (server),216.200.232.195,7230
Desktop (server),104.24.16.91,2208
Desktop (server),69.162.160.31,9644
Desktop (server),151.101.128.134,5369
Desktop (server),104.16.79.166,2467
Echo plus 2nd gen,52.216.133.67,1079
Desktop (server),104.16.80.166,134
Desktop (server),104.16.76.166,134
Desktop (server),104.16.161.13,3848
Desktop (server),104.16.77.166,134
Desktop (server),104.16.78.166,134
Desktop (server),151.101.248.64,7687
Desktop (server),172.217.164.173,93573
Desktop (server),3.213.34.132,5644
Desktop (server),35.160.127.223,4833
Desktop (server),107.178.254.65,5756
Desktop (server),162.223.54.6,6664
Desktop (server),52.16.97.238,1414
Desktop (server),35.190.72.21,13406
Desktop (server),104.18.99.194,4245
Desktop (server),107.178.246.49,4382
Desktop (server),198.8.70.128,2304
Desktop (server),3.224.142.63,6038
Desktop (server),137.83.58.13,1603
Desktop (server),151.101.248.134,3423
Desktop (server),54.164.248.61,2139
Desktop (server),34.232.85.86,2362
Desktop (server),52.202.71.214,2442
Desktop (server),3.215.168.236,2677
Desktop (server),34.239.215.228,2569
Desktop (server),23.111.11.83,2881
Desktop (server),54.192.30.91,2579
Desktop (server),151.101.248.157,5173
Desktop (server),99.84.181.60,1538
Desktop (server),104.20.146.116,8557
Desktop (server),104.18.20.226,2228
Desktop (server),35.188.71.214,7975
Desktop (server),172.217.13.240,4912
Desktop (server),68.67.181.207,10212
Desktop (server),151.101.249.108,2672
Desktop (server),104.17.64.4,134
Desktop (server),99.84.181.8,17169
Desktop (server),18.234.188.235,4816
Desktop (server),74.6.138.75,3138
Desktop (server),37.157.4.25,4288
Desktop (server),104.17.120.107,7118
Desktop (server),34.231.65.133,2109
Desktop (server),54.165.158.242,2551
Desktop (server),23.221.200.79,1347
Desktop (server),54.192.30.116,4102
Desktop (server),54.192.30.64,5405
Desktop (server),172.217.164.174,1915069
Desktop (server),23.221.201.161,18233
Desktop (server),52.7.221.16,1903
Desktop (server),18.211.68.147,3643
Desktop (server),52.6.209.131,2733
Desktop (server),3.219.220.161,2888
Desktop (server),23.54.181.99,17322
Desktop (server),172.217.7.163,47715
Desktop (server),107.154.103.114,26856
Desktop (server),54.243.80.5,3420
Desktop (server),172.217.9.206,3051
Desktop (server),52.216.227.75,4155
Desktop (server),172.217.13.226,1534
Desktop (server),184.28.206.162,9292
Desktop (server),15.222.47.114,2104
Desktop (server),204.85.32.25,2427
Desktop (server),104.244.42.200,3737
Desktop (server),152.195.32.43,14742
Desktop (server),52.204.30.215,24665
Desktop (server),34.236.127.249,4842
Desktop (server),172.217.15.70,11443
Desktop (server),172.217.15.66,17950
Desktop (server),34.196.176.67,3402
Desktop (server),3.83.70.235,39354
Desktop (server),67.202.110.22,10655
Desktop (server),3.215.155.136,9708
Desktop (server),104.36.115.111,15597
Desktop (server),199.127.204.100,16758
Desktop (server),152.199.6.24,11342
Desktop (server),199.187.193.165,5653
Desktop (server),52.54.203.252,272
Desktop (server),159.127.42.82,6596
Desktop (server),13.57.139.30,7466
Desktop (server),52.1.34.134,2548
Desktop (server),54.236.70.171,2153
Desktop (server),50.116.194.21,724
Desktop (server),35.207.24.140,1073
Motog Phone,54.192.30.104,1761
Motog Phone,40.70.164.17,11094
Motog Phone,3.136.146.191,11709
Motog Phone,34.203.114.23,1666
Motog Phone,54.192.30.51,1922
Motog Phone,34.226.31.147,55518
Desktop (server),198.148.27.139,327
Ring Door bell,3.233.95.8,3883830
Google onHub,3.233.95.8,3886974
Desktop (server),104.36.115.113,2489
Desktop (server),104.36.115.78,5562
Desktop (server),104.36.115.114,5645
Desktop (server),23.204.255.101,2192
Desktop (server),216.200.233.95,7248
Motog Phone,34.204.38.96,21746
Desktop (server),159.127.42.50,2112
Desktop (server),152.199.5.3,2990
Desktop (server),3.85.180.235,2746
Desktop (server),34.225.102.242,2340
Desktop (server),23.46.239.90,2573
Desktop (server),52.3.24.18,3608
Desktop (server),34.231.48.168,1856
Desktop (server),52.7.247.225,2273
Desktop (server),147.135.10.58,2220
Desktop (server),75.2.91.175,2706
Desktop (server),34.196.147.178,2256
Desktop (server),63.251.114.182,12940
Desktop (server),74.121.138.92,5895
Desktop (server),3.230.62.22,2270
Desktop (server),18.222.14.79,2884
Desktop (server),34.232.140.51,2797
Desktop (server),54.192.30.65,4366
Desktop (server),52.213.151.76,2160
Desktop (server),3.212.1.80,2637
Desktop (server),63.251.88.56,1616
Desktop (server),54.88.103.239,2961
Ring Door bell,3.233.102.11,4056515
Google onHub,3.233.102.11,4055292
LG smart TV,173.194.7.75,608401
LG smart TV,34.209.253.213,11599
LG smart TV,172.217.13.78,80189
Desktop (server),52.10.160.98,18016
Desktop (server),54.192.30.101,983
Desktop (server),23.193.33.57,18023
Desktop (server),23.227.38.64,1909
Desktop (server),23.204.254.78,13418
Desktop (server),172.217.7.170,36383
Desktop (server),184.87.89.28,134
Desktop (server),172.217.7.161,34855
Desktop (server),172.217.7.206,49492
Desktop (server),172.217.197.157,2531
Desktop (server),172.217.15.69,400853
Desktop (server),172.217.15.110,19106
Desktop (server),172.217.15.74,1033929
Desktop (server),172.217.7.138,31093
Desktop (server),172.217.197.189,15133
Desktop (server),172.217.13.78,7580
Ring Door bell,3.233.92.70,4049244
Google onHub,3.233.92.70,4049352
Motog Phone,52.21.198.134,6075
Motog Phone,52.72.189.104,2591
LG smart TV,172.217.164.150,32998
LG smart TV,172.217.7.193,61587
LG smart TV,172.217.15.98,6298
LG smart TV,172.217.135.40,5951092
LG smart TV,172.217.7.129,46861
LG smart TV,172.217.13.68,44168
Desktop (server),172.217.5.234,4465
LG smart TV,52.86.215.195,4076
Ring Door bell,3.233.93.11,4139649
Google onHub,3.233.93.11,4139759
Motog Phone,3.16.119.180,9764
Motog Phone,54.192.30.39,2229
Motog Phone,52.6.139.25,2047
Motog Phone,35.169.25.225,8213
Echo plus 2nd gen,52.216.86.131,1079
Ring Door bell,3.233.90.38,4128772
Google onHub,3.233.90.38,4128882
Motog Phone,3.220.236.99,4738
Motog Phone,99.84.181.106,2174
Ring Door bell,3.233.96.220,2771212
Google onHub,3.233.96.220,222800
Echo Look,52.94.232.195,20430
Echo Look,52.85.145.166,185468
Echo Look,52.46.145.112,21462
Ring Door bell,3.233.105.90,4038935
Google onHub,3.233.105.90,4039043
Motog Phone,52.218.242.249,1884
Motog Phone,176.32.101.52,28735
Motog Phone,176.32.103.58,26321
Motog Phone,172.217.12.227,4875
Motog Phone,54.236.88.110,18174
Motog Phone,13.249.40.159,3154
Motog Phone,34.234.23.242,3560
Echo Look,52.46.141.49,11179
Ring Door bell,3.233.96.34,4087597
Google onHub,3.233.96.34,4087705
Echo Look,52.94.233.167,8409
Echo Look,52.216.8.11,5297590
Motog Phone,52.46.134.186,13668
Echo plus 2nd gen,52.216.97.11,1079
Ring Door bell,3.233.91.235,3995562
Google onHub,3.233.91.235,3995670
Motog Phone,54.192.30.54,2111
Echo Look,52.217.32.76,4970178
Echo plus 2nd gen,52.46.137.51,1662
Echo plus 2nd gen,52.85.145.39,270097
Ring Door bell,3.233.86.113,4055328
Google onHub,3.233.86.113,4055436
Motog Phone,35.174.158.176,1914
Motog Phone,3.225.243.227,3410
Motog Phone,54.192.30.95,1858
Motog Phone,3.15.66.241,26653
Motog Phone,54.183.56.233,12191
Motog Phone,54.85.211.175,2047
Motog Phone,52.32.160.79,6424
Echo Look,52.85.145.39,247914
Echo plus 2nd gen,52.216.109.211,1079
Ring Door bell,52.203.13.185,2598
Google onHub,52.203.13.185,2718
Ring Door bell,3.233.94.223,3701132
Google onHub,3.233.94.223,3701224
Motog Phone,3.233.94.223,1521158
Motog Phone,35.172.70.74,31226
Ring Door bell,3.233.87.207,4041712
Google onHub,3.233.87.207,4041820
Ring Door bell,3.233.91.180,4048590
Google onHub,3.233.91.180,4048698
Ring Door bell,3.233.96.158,4119198
Google onHub,3.233.96.158,4119308
Echo plus 2nd gen,52.216.128.43,1079
Echo plus 2nd gen,52.216.98.235,1079
Echo plus 2nd gen,52.216.206.59,1145
Motog Phone,72.21.207.82,13423
Echo plus 2nd gen,52.216.144.11,2158
Echo plus 2nd gen,52.217.11.124,1079
Echo plus 2nd gen,52.216.143.20,1079
Desktop (server),35.155.241.126,11484
Echo plus 2nd gen,52.216.26.28,2158
Echo plus 2nd gen,52.216.242.212,1079
Echo plus 2nd gen,52.216.230.115,1079
Echo plus 2nd gen,52.216.242.76,1079
Motog Phone,3.213.135.218,15994
Motog Phone,3.227.250.220,162225
Echo plus 2nd gen,52.217.11.132,1079
Motog Phone,18.204.118.71,5574
Echo plus 2nd gen,52.216.184.131,1079
Echo plus 2nd gen,54.231.82.114,1079
Echo plus 2nd gen,52.217.36.116,1079
Motog Phone,23.22.135.217,9136
Echo plus 2nd gen,52.216.238.3,1079
Echo plus 2nd gen,52.216.170.43,1079
Echo plus 2nd gen,52.216.130.131,1079
Echo plus 2nd gen,52.216.106.124,2158
Motog Phone,54.85.212.221,10739
Motog Phone,172.217.7.131,25585
Motog Phone,173.194.184.232,154650
Motog Phone,172.217.135.41,102774
Echo plus 2nd gen,52.217.12.12,1079
Desktop (server),23.62.24.241,6215
Echo plus 2nd gen,52.216.86.83,1079
Echo plus 2nd gen,54.231.114.179,1079
Motog Phone,52.94.224.103,14564
Motog Phone,52.203.235.55,5454
Echo plus 2nd gen,52.216.179.195,1145
Desktop (server),54.192.30.56,4783
Desktop (server),54.192.30.24,2684
Echo plus 2nd gen,52.216.226.240,1079
Motog Phone,216.239.35.0,2700
Motog Phone,172.253.63.84,78687
Motog Phone,172.217.164.168,3678
Echo plus 2nd gen,52.216.239.83,2224
Echo plus 2nd gen,52.216.83.40,1145
Echo plus 2nd gen,52.216.12.92,1079
Desktop (server),23.54.177.191,121546
Echo plus 2nd gen,52.216.104.203,1079
Echo plus 2nd gen,52.216.137.44,1079
Echo plus 2nd gen,52.217.46.124,2158
Motog Phone,173.194.204.102,2733
Echo plus 2nd gen,52.216.88.211,1079
Echo plus 2nd gen,52.216.94.251,1079
Desktop (server),104.126.113.72,6513
Echo plus 2nd gen,52.216.26.172,1079
Echo plus 2nd gen,52.216.242.140,2158
Motog Phone,54.192.30.66,39945
Echo plus 2nd gen,52.216.185.27,1079
Desktop (server),54.244.31.189,3689
Desktop (server),54.192.30.58,30040
Echo plus 2nd gen,52.216.229.147,1079
Desktop (server),35.165.110.9,25839
Echo plus 2nd gen,52.216.145.19,1079
Echo Look,52.216.237.75,485
Echo Look,18.205.68.150,90
Echo plus 2nd gen,52.216.100.179,2158
Echo plus 2nd gen,52.216.233.235,1079
Desktop (server),96.17.65.84,22693
Motog Phone,52.5.105.232,12420
Echo plus 2nd gen,52.216.110.107,1079
Echo plus 2nd gen,52.216.147.11,1079
Echo plus 2nd gen,52.216.226.120,1079
Desktop (server),13.249.43.105,29708
Echo plus 2nd gen,52.216.186.139,1145
Desktop (server),54.192.30.68,7723
Echo plus 2nd gen,52.217.12.196,3237
Echo plus 2nd gen,52.216.134.51,1079
Desktop (server),23.32.70.27,3923
Motog Phone,99.84.185.20,1357
Echo plus 2nd gen,52.216.140.12,1145
Desktop (server),54.190.34.249,9962
Desktop (server),13.249.43.122,23696
Echo plus 2nd gen,52.216.141.20,1079
Desktop (server),52.43.22.113,8613
Echo plus 2nd gen,52.217.14.132,1079
Echo Look,13.249.43.29,1288
Echo Look,13.249.43.30,655
Echo plus 2nd gen,52.216.27.4,1079
Desktop (server),52.41.43.184,21337
Echo plus 2nd gen,52.216.232.43,1079
Motog Phone,172.217.164.148,3354
Echo plus 2nd gen,52.216.142.196,1079
Echo plus 2nd gen,52.216.27.188,1079
Echo plus 2nd gen,52.217.47.28,2158
Echo plus 2nd gen,52.216.169.147,1145
Echo Look,216.126.233.109,90
Echo plus 2nd gen,52.216.20.179,1079
Echo plus 2nd gen,52.216.140.140,1079
Desktop (server),52.43.222.181,16204
Echo plus 2nd gen,52.216.142.12,1079
Echo plus 2nd gen,52.216.86.171,1079
Desktop (server),34.212.75.43,12227
Echo plus 2nd gen,52.216.133.51,1079
Echo plus 2nd gen,52.216.186.123,2158
Smartwifiplug,54.148.206.113,6738
Google onHub,54.148.206.113,6958
Echo plus 2nd gen,52.216.243.68,1145
Motog Phone,54.88.95.39,2870
Motog Phone,99.84.182.33,11623
Echo plus 2nd gen,52.216.65.128,1079
Motog Phone,54.165.104.2,10872
Smartwifiplug,54.200.0.104,646
Google onHub,54.200.0.104,666
Echo plus 2nd gen,52.216.177.203,1079
Echo plus 2nd gen,52.216.170.203,1079
Echo plus 2nd gen,52.216.244.252,1079
Echo plus 2nd gen,52.216.136.83,1079
Echo plus 2nd gen,52.217.38.124,1079
Echo plus 2nd gen,52.216.85.155,1145
Motog Phone,52.0.237.22,10841
Echo plus 2nd gen,52.216.102.91,1079
Desktop (server),35.163.131.59,20163
Echo plus 2nd gen,52.216.9.219,1079
Echo plus 2nd gen,52.216.108.51,1079
Echo plus 2nd gen,52.216.205.211,1079
Echo plus 2nd gen,52.216.143.188,1079
Motog Phone,3.91.171.228,55936
Motog Phone,52.201.53.178,1884
Echo plus 2nd gen,52.216.204.99,2307
Echo plus 2nd gen,52.217.32.52,1079
Echo plus 2nd gen,52.216.109.251,1079
Echo plus 2nd gen,52.216.248.108,1079
Echo plus 2nd gen,52.217.37.164,1079
Echo plus 2nd gen,54.231.49.154,1079
Echo plus 2nd gen,52.216.141.180,1079
Echo plus 2nd gen,52.216.187.51,1079
Desktop (server),52.35.35.175,28710
Echo plus 2nd gen,54.231.83.3,1079
Motog Phone,52.6.56.150,7286
Echo plus 2nd gen,52.216.24.44,1079
Echo plus 2nd gen,52.217.10.220,1079
Echo plus 2nd gen,52.216.147.91,1079
Desktop (server),23.62.20.247,12001
Motog Phone,3.91.171.214,11486
Echo plus 2nd gen,52.216.90.76,2158
Echo plus 2nd gen,52.217.47.172,1079
Echo plus 2nd gen,52.216.78.76,1079
Echo plus 2nd gen,52.216.26.188,2224
Echo plus 2nd gen,52.216.108.35,1145
Desktop (server),52.33.55.70,11484
Echo plus 2nd gen,52.216.16.48,1079
Echo plus 2nd gen,52.216.20.0,1079
Echo plus 2nd gen,52.216.248.156,2158
Echo plus 2nd gen,52.216.147.3,1079
Desktop (server),99.84.181.100,19868
Echo plus 2nd gen,52.217.16.124,1079
Motog Phone,54.85.161.146,3612
Desktop (server),23.204.115.99,2741
Echo plus 2nd gen,52.216.205.163,1145
